,Buy and Hold,Strategy,Longs,Sells,Shorts,Covers,Stdev_Strategy,Stdev_Hold,Stock
10933,613.21,-8.61,7,7,7,7,134.9904963527539,9272.596644407637,TSLA_420-195
10934,613.21,-7.55,6,6,6,6,109.73467000984525,9272.596644407637,TSLA_405-95
10935,613.21,-6.83,6,6,6,6,92.59017378749238,9272.596644407637,TSLA_445-170
10936,613.21,3.09,7,7,6,6,73.23303795424953,9272.596644407637,TSLA_380-90
10937,613.21,-5.49,7,7,7,7,109.44282101453342,9272.596644407637,TSLA_455-75
10938,613.21,-1.16,6,6,6,6,48.522613656894805,9272.596644407637,TSLA_460-285
10939,613.21,-5.49,9,9,9,9,81.40473957142711,9272.596644407637,TSLA_385-300
10940,613.21,-3.81,6,6,6,6,55.99183517767726,9272.596644407637,TSLA_470-190
10941,613.21,-0.59,9,9,9,9,67.41011110108562,9272.596644407637,TSLA_375-290
10942,613.21,-8.15,6,6,6,6,131.44483366244594,9272.596644407637,TSLA_395-195
10943,613.21,-2.55,8,8,8,8,50.03369597643194,9272.596644407637,TSLA_480-90
10944,613.21,-1.28,7,7,7,7,56.458116137030856,9272.596644407637,TSLA_410-295
10945,613.21,0.78,6,6,6,6,19.3356916423884,9272.596644407637,TSLA_430-95
10946,613.21,-9.26,7,7,7,7,173.2955621693689,9272.596644407637,TSLA_380-95
10947,613.21,-7.12,6,6,6,6,116.77358050401652,9272.596644407637,TSLA_435-280
10948,613.21,-8.17,9,9,9,9,138.72551893777458,9272.596644407637,TSLA_420-200
10949,613.21,-6.78,6,6,6,6,76.79610384163011,9272.596644407637,TSLA_485-300
10950,613.21,-1.8,6,6,6,6,92.81295550688309,9272.596644407637,TSLA_405-100
10951,613.21,0.0,0,0,0,0,0.0,9272.596644407637,TSLA_390-0
10952,613.21,0.89,6,6,6,6,102.24759082306004,9272.596644407637,TSLA_445-175
10953,613.21,-0.53,7,7,7,7,26.088603783934712,9272.596644407637,TSLA_455-80
10954,613.21,-0.73,6,6,6,6,33.32243278516727,9272.596644407637,TSLA_460-290
10955,613.21,-2.85,6,6,6,6,54.27425826552743,9272.596644407637,TSLA_395-200
10956,613.21,5.83,6,6,6,6,64.57975545802843,9272.596644407637,TSLA_430-100
10957,613.21,-5.83,6,6,6,6,105.61756564718756,9272.596644407637,TSLA_470-195
10958,613.21,-4.89,7,7,7,7,91.66700342875076,9272.596644407637,TSLA_410-300
10959,613.21,-8.29,7,7,7,7,89.2598352197437,9272.596644407637,TSLA_380-100
10960,613.21,-4.02,9,9,9,9,74.04513897732811,9272.596644407637,TSLA_375-295
10961,613.21,0.0,0,0,0,0,0.0,9272.596644407637,TSLA_490-0
10962,613.21,-4.98,6,6,6,6,88.80444245117651,9272.596644407637,TSLA_405-105
10963,613.21,-5.35,6,6,6,6,79.05636526252471,9272.596644407637,TSLA_435-285
10964,613.21,-2.03,6,6,6,6,45.613371090374166,9272.596644407637,TSLA_420-205
10965,613.21,-3.16,7,7,7,7,92.10213240013076,9272.596644407637,TSLA_480-95
10966,613.21,-3.93,26,26,25,25,156.1245069066459,9272.596644407637,TSLA_390-5
10967,613.21,-1.41,6,6,6,6,43.1276541725348,9272.596644407637,TSLA_445-180
10968,613.21,-0.26,6,6,6,6,27.55761481315293,9272.596644407637,TSLA_455-85
10969,613.21,-4.58,6,6,6,6,84.88507532514575,9272.596644407637,TSLA_460-295
10970,613.21,-7.03,6,6,6,6,109.03457241779849,9272.596644407637,TSLA_430-105
10971,613.21,-3.67,6,6,6,6,48.34319826854373,9272.596644407637,TSLA_470-200
10972,613.21,-7.67,6,6,6,6,120.41042931404375,9272.596644407637,TSLA_395-205
10973,613.21,-2.17,6,6,6,6,47.708920869111545,9272.596644407637,TSLA_495-190
10974,613.21,-7.53,7,7,7,7,78.50038626688345,9272.596644407637,TSLA_380-105
10975,613.21,-10.76,20,20,20,20,159.4804052121458,9272.596644407637,TSLA_490-5
10976,613.21,0.0,0,0,0,0,0.0,9272.596644407637,TSLA_415-0
10977,613.21,1.16,6,6,6,6,34.15572599463345,9272.596644407637,TSLA_405-110
10978,613.21,-2.14,6,6,6,6,63.83069237222773,9272.596644407637,TSLA_420-210
10979,613.21,2.43,6,6,6,6,93.1058741068948,9272.596644407637,TSLA_435-290
10980,613.21,-8.09,20,20,20,20,145.6006904871406,9272.596644407637,TSLA_390-10
10981,613.21,-3.78,5,5,5,5,70.68291130717688,9272.596644407637,TSLA_480-100
10982,613.21,-5.78,6,6,6,6,78.16166518548593,9272.596644407637,TSLA_455-90
10983,613.21,4.23,6,6,6,6,66.5729593844196,9272.596644407637,TSLA_445-185
10984,613.21,-6.98,6,6,6,6,98.49556845047356,9272.596644407637,TSLA_430-110
10985,613.21,-8.52,6,6,6,6,134.68827898471946,9272.596644407637,TSLA_395-210
10986,613.21,-4.11,6,6,6,6,82.04125004345197,9272.596644407637,TSLA_460-300
10987,613.21,-11.72,7,7,7,7,184.0530518185976,9272.596644407637,TSLA_380-110
10988,613.21,-0.27,6,6,6,6,43.09289665365069,9272.596644407637,TSLA_470-205
10989,613.21,-14.23,16,16,16,16,241.18457817269427,9272.596644407637,TSLA_490-10
10990,613.21,-3.41,6,6,6,6,74.80482683997327,9272.596644407637,TSLA_405-115
10991,613.21,1.95,6,6,6,6,94.16866732421283,9272.596644407637,TSLA_495-195
10992,613.21,1.8,6,6,6,6,63.67832072413447,9272.596644407637,TSLA_420-215
10993,613.21,-16.58,22,22,21,21,258.44301867033334,9272.596644407637,TSLA_415-5
10994,613.21,-2.03,5,5,5,5,34.63880591486036,9272.596644407637,TSLA_480-105
10995,613.21,-5.67,6,6,6,6,78.35193931817868,9272.596644407637,TSLA_435-295
10996,613.21,-11.19,17,17,16,16,149.77124841715326,9272.596644407637,TSLA_390-15
10997,613.21,3.02,7,7,7,7,55.82145753279866,9272.596644407637,TSLA_455-95
10998,613.21,-1.88,6,6,6,6,35.70647004943818,9272.596644407637,TSLA_445-190
10999,613.21,-3.92,6,6,6,6,89.97536170609499,9272.596644407637,TSLA_430-115
11000,613.21,0.0,0,0,0,0,0.0,9272.596644407637,TSLA_465-0
11001,613.21,-8.0,6,6,6,6,117.97813138075922,9272.596644407637,TSLA_395-215
11002,613.21,-5.37,6,6,6,6,80.13102660454076,9272.596644407637,TSLA_470-210
11003,613.21,-4.99,7,7,7,7,86.16286962772146,9272.596644407637,TSLA_380-115
11004,613.21,2.5,6,6,6,6,68.79573001641516,9272.596644407637,TSLA_495-200
11005,613.21,8.11,13,13,13,13,135.75958940043435,9272.596644407637,TSLA_490-15
11006,613.21,-7.13,18,18,18,18,109.15526563491272,9272.596644407637,TSLA_415-10
11007,613.21,-9.29,6,6,6,6,137.95533189989325,9272.596644407637,TSLA_420-220
11008,613.21,-2.25,6,6,6,6,52.27334393528378,9272.596644407637,TSLA_405-120
11009,613.21,-2.56,6,6,6,6,48.15429799585271,9272.596644407637,TSLA_435-300
11010,613.21,-4.48,6,6,6,6,75.73966506953613,9272.596644407637,TSLA_480-110
11011,613.21,-0.06,7,7,7,7,25.88264520146845,9272.596644407637,TSLA_455-100
11012,613.21,-1.05,15,15,15,15,160.85330716475576,9272.596644407637,TSLA_390-20
11013,613.21,-2.03,6,6,6,6,33.84188977325368,9272.596644407637,TSLA_445-195
11014,613.21,-4.59,19,19,19,19,99.06843485437724,9272.596644407637,TSLA_465-5
11015,613.21,1.27,6,6,6,6,74.66349423584646,9272.596644407637,TSLA_430-120
11016,613.21,-2.46,7,7,7,7,55.75189130119332,9272.596644407637,TSLA_380-120
11017,613.21,-1.07,6,6,6,6,43.06214786559855,9272.596644407637,TSLA_395-220
11018,613.21,-2.58,6,6,6,6,66.81192045958072,9272.596644407637,TSLA_495-205
11019,613.21,-6.34,6,6,6,6,90.71899987308076,9272.596644407637,TSLA_470-215
11020,613.21,-13.04,14,14,14,14,215.77087685081884,9272.596644407637,TSLA_415-15
11021,613.21,4.62,11,11,11,11,125.11746917391274,9272.596644407637,TSLA_490-20
11022,613.21,-7.1,6,6,6,6,102.60929751560444,9272.596644407637,TSLA_420-225
11023,613.21,0.0,0,0,0,0,0.0,9272.596644407637,TSLA_440-0
11024,613.21,-10.22,6,6,6,6,149.1543936605648,9272.596644407637,TSLA_455-105
11025,613.21,-4.46,6,6,6,6,63.740367271266855,9272.596644407637,TSLA_405-125
11026,613.21,1.11,6,6,6,6,44.36234832833953,9272.596644407637,TSLA_445-200
11027,613.21,3.77,14,14,14,14,73.32986129329231,9272.596644407637,TSLA_390-25
11028,613.21,-3.15,6,6,6,6,61.78289974930565,9272.596644407637,TSLA_480-115
11029,613.21,-3.75,6,6,6,6,70.20802631824998,9272.596644407637,TSLA_430-125
11030,613.21,4.55,7,7,7,7,82.19552130173207,9272.596644407637,TSLA_380-125
11031,613.21,-5.79,14,14,14,14,85.41327304714184,9272.596644407637,TSLA_465-10
11032,613.21,-10.19,7,7,7,7,162.13609157119552,9272.596644407637,TSLA_395-225
11033,613.21,-1.21,6,6,6,6,35.46176910717285,9272.596644407637,TSLA_495-210
11034,613.21,-3.19,14,14,14,14,112.915714658648,9272.596644407637,TSLA_415-20
11035,613.21,-2.29,6,6,6,6,93.87306653229618,9272.596644407637,TSLA_420-230
11036,613.21,4.27,6,6,6,6,85.73660652096527,9272.596644407637,TSLA_470-220
11037,613.21,1.04,6,6,6,6,37.08997497655328,9272.596644407637,TSLA_405-130
11038,613.21,-9.14,9,9,9,9,142.9986533969081,9272.596644407637,TSLA_490-25
11039,613.21,-12.08,19,19,19,19,228.9135110863893,9272.596644407637,TSLA_440-5
11040,613.21,-4.32,13,13,13,13,70.70180015440906,9272.596644407637,TSLA_390-30
11041,613.21,-6.4,6,6,6,6,119.37754646600987,9272.596644407637,TSLA_455-110
11042,613.21,-11.28,6,6,6,6,177.23357184329504,9272.596644407637,TSLA_430-130
11043,613.21,-6.77,7,7,7,7,118.48949890570786,9272.596644407637,TSLA_395-230
11044,613.21,5.32,7,7,7,7,79.76860836626072,9272.596644407637,TSLA_380-130
11045,613.21,-5.16,6,6,6,6,95.87021925037848,9272.596644407637,TSLA_445-205
11046,613.21,5.05,12,12,12,12,86.74253429457318,9272.596644407637,TSLA_465-15
11047,613.21,-6.5,6,6,6,6,102.18419722932734,9272.596644407637,TSLA_480-120
11048,613.21,-5.71,6,6,6,6,101.8357832358074,9272.596644407637,TSLA_495-215
11049,613.21,-6.35,6,6,6,6,107.2972555424804,9272.596644407637,TSLA_470-225
11050,613.21,-3.56,12,12,11,11,71.28863095336044,9272.596644407637,TSLA_415-25
11051,613.21,-0.24,6,6,6,6,65.77828244838116,9272.596644407637,TSLA_420-235
11052,613.21,-7.63,6,6,6,6,128.75725689892363,9272.596644407637,TSLA_405-135
11053,613.21,-7.32,6,6,6,6,103.38257738406531,9272.596644407637,TSLA_455-115
11054,613.21,-10.56,17,17,16,16,157.08953053122767,9272.596644407637,TSLA_440-10
11055,613.21,-2.59,12,12,12,12,52.89698457420767,9272.596644407637,TSLA_390-35
11056,613.21,-1.63,9,9,9,9,40.28079852917157,9272.596644407637,TSLA_490-30
11057,613.21,-4.99,6,6,6,6,88.7233805791713,9272.596644407637,TSLA_430-135
11058,613.21,-6.79,6,6,6,6,110.60519723504966,9272.596644407637,TSLA_445-210
11059,613.21,-5.73,6,6,6,6,108.36707803911852,9272.596644407637,TSLA_380-135
11060,613.21,-1.05,6,6,6,6,53.04400889964301,9272.596644407637,TSLA_395-235
11061,613.21,0.22,6,6,6,6,42.314473005672085,9272.596644407637,TSLA_480-125
11062,613.21,-6.23,12,12,12,12,98.58246006530791,9272.596644407637,TSLA_465-20
11063,613.21,3.29,7,7,6,6,89.47372858165744,9272.596644407637,TSLA_470-230
11064,613.21,-11.37,6,6,6,6,212.11427698625425,9272.596644407637,TSLA_420-240
11065,613.21,0.4,6,6,6,6,46.2683950613077,9272.596644407637,TSLA_495-220
11066,613.21,-7.7,6,6,6,6,124.13132150768944,9272.596644407637,TSLA_405-140
11067,613.21,3.73,12,12,12,12,138.51844143029618,9272.596644407637,TSLA_440-15
11068,613.21,-2.49,12,12,12,12,58.09871352037304,9272.596644407637,TSLA_415-30
11069,613.21,-8.35,11,11,11,11,134.54865208140464,9272.596644407637,TSLA_390-40
11070,613.21,-0.92,6,6,6,6,54.17417727093064,9272.596644407637,TSLA_455-120
11071,613.21,-1.27,6,6,6,6,52.529601490845465,9272.596644407637,TSLA_430-140
11072,613.21,-3.06,6,6,6,6,62.7019392673116,9272.596644407637,TSLA_380-140
11073,613.21,-2.65,8,8,8,8,59.71816285457659,9272.596644407637,TSLA_490-35
11074,613.21,-9.5,6,6,6,6,152.81997567519562,9272.596644407637,TSLA_445-215
11075,613.21,4.31,6,6,6,6,82.9570387706393,9272.596644407637,TSLA_395-240
11076,613.21,-1.85,6,6,6,6,83.16995520158777,9272.596644407637,TSLA_480-130
11077,613.21,-2.64,5,5,5,5,55.93558470893627,9272.596644407637,TSLA_470-235
11078,613.21,-5.4,6,6,6,6,102.07827172975838,9272.596644407637,TSLA_420-245
11079,613.21,-8.71,12,12,12,12,138.83676758208827,9272.596644407637,TSLA_465-25
11080,613.21,-8.45,6,6,6,6,141.685289346309,9272.596644407637,TSLA_405-145
11081,613.21,-4.86,6,6,6,6,74.23054744451225,9272.596644407637,TSLA_495-225
11082,613.21,-2.52,12,12,12,12,50.653025787167536,9272.596644407637,TSLA_440-20
11083,613.21,-0.64,9,9,9,9,59.66116656174891,9272.596644407637,TSLA_390-45
11084,613.21,-7.88,6,6,6,6,149.05557985925967,9272.596644407637,TSLA_455-125
11085,613.21,-1.18,10,10,10,10,51.67754810228701,9272.596644407637,TSLA_415-35
11086,613.21,-8.64,8,8,8,8,163.7563675707212,9272.596644407637,TSLA_490-40
11087,613.21,-4.56,6,6,6,6,74.0401601721553,9272.596644407637,TSLA_445-220
11088,613.21,-3.73,6,6,6,6,112.84694291484112,9272.596644407637,TSLA_430-145
11089,613.21,-3.28,6,6,6,6,60.467359090095,9272.596644407637,TSLA_395-245
11090,613.21,-0.14,5,5,5,5,25.15337190939242,9272.596644407637,TSLA_470-240
11091,613.21,-2.07,6,6,6,6,94.53205894583772,9272.596644407637,TSLA_380-145
11092,613.21,-3.94,6,6,6,6,81.15774219127928,9272.596644407637,TSLA_480-135
11093,613.21,-1.57,7,7,7,7,64.26274452906696,9272.596644407637,TSLA_420-250
11094,613.21,-0.43,7,7,7,7,80.18134181090934,9272.596644407637,TSLA_405-150
11095,613.21,0.99,11,11,11,11,77.37501130804549,9272.596644407637,TSLA_465-30
11096,613.21,-5.11,6,6,6,6,66.28110960141406,9272.596644407637,TSLA_495-230
11097,613.21,-7.93,6,6,6,6,186.91728878063824,9272.596644407637,TSLA_455-130
11098,613.21,3.13,10,10,10,10,172.4991968792688,9272.596644407637,TSLA_415-40
11099,613.21,-5.36,8,8,8,8,92.2100937811148,9272.596644407637,TSLA_390-50
11100,613.21,2.63,6,6,6,6,124.1838000060134,9272.596644407637,TSLA_430-150
11101,613.21,0.4,11,11,11,11,93.71508889167784,9272.596644407637,TSLA_440-25
11102,613.21,-12.11,6,6,6,6,180.42948420859275,9272.596644407637,TSLA_380-150
11103,613.21,0.94,8,8,8,8,35.831883898600644,9272.596644407637,TSLA_490-45
11104,613.21,-2.45,6,6,6,6,58.003477859253024,9272.596644407637,TSLA_470-245
11105,613.21,-7.45,6,6,6,6,134.45909492143872,9272.596644407637,TSLA_395-250
11106,613.21,-8.73,6,6,6,6,151.70564259437543,9272.596644407637,TSLA_445-225
11107,613.21,-8.14,6,6,6,6,139.69321302829215,9272.596644407637,TSLA_480-140
11108,613.21,-4.59,6,6,6,6,70.08825179006959,9272.596644407637,TSLA_420-255
11109,613.21,-2.08,6,6,6,6,125.73593072553165,9272.596644407637,TSLA_405-155
11110,613.21,1.94,10,10,10,10,83.98432137480992,9272.596644407637,TSLA_465-35
11111,613.21,-11.75,6,6,6,6,181.6869011045968,9272.596644407637,TSLA_495-235
11112,613.21,-5.09,6,6,6,6,82.98431138357664,9272.596644407637,TSLA_455-135
11113,613.21,-12.94,8,8,8,8,214.0005442569853,9272.596644407637,TSLA_390-55
11114,613.21,-5.75,10,10,10,10,117.23272821568128,9272.596644407637,TSLA_415-45
11115,613.21,0.28,6,6,6,6,70.56800632417928,9272.596644407637,TSLA_380-155
11116,613.21,-2.36,6,6,6,6,73.6998604517656,9272.596644407637,TSLA_395-255
11117,613.21,-0.89,8,8,7,7,109.6051694433361,9272.596644407637,TSLA_490-50
11118,613.21,-7.43,6,6,6,6,147.45817617523426,9272.596644407637,TSLA_430-155
11119,613.21,2.61,11,11,11,11,85.71301911800803,9272.596644407637,TSLA_440-30
11120,613.21,4.01,6,6,6,6,92.67245498096656,9272.596644407637,TSLA_470-250
11121,613.21,3.48,6,6,6,6,66.89166195284606,9272.596644407637,TSLA_480-145
11122,613.21,0.2,6,6,6,6,106.99905737290162,9272.596644407637,TSLA_445-230
11123,613.21,-5.53,6,6,6,6,79.15828187019531,9272.596644407637,TSLA_420-260
11124,613.21,-0.49,9,9,9,9,76.71770408376892,9272.596644407637,TSLA_465-40
11125,613.21,1.51,5,5,5,5,37.41283404787016,9272.596644407637,TSLA_495-240
11126,613.21,-7.14,6,6,6,6,140.27682254244334,9272.596644407637,TSLA_405-160
11127,613.21,-8.02,6,6,6,6,134.48312985817168,9272.596644407637,TSLA_455-140
11128,613.21,-2.6,8,8,7,7,54.61296056539688,9272.596644407637,TSLA_490-55
11129,613.21,-4.51,8,8,8,8,85.62572978119043,9272.596644407637,TSLA_390-60
11130,613.21,1.65,8,8,8,8,43.77580985598697,9272.596644407637,TSLA_415-50
11131,613.21,-5.25,6,6,6,6,132.63591778969854,9272.596644407637,TSLA_395-260
11132,613.21,-2.27,6,6,6,6,33.91860006958799,9272.596644407637,TSLA_430-160
11133,613.21,-5.72,8,8,8,8,128.0702448775769,9272.596644407637,TSLA_380-160
11134,613.21,-0.06,6,6,6,6,26.375143112014413,9272.596644407637,TSLA_470-255
11135,613.21,-1.23,10,10,10,10,30.84247148044844,9272.596644407637,TSLA_440-35
11136,613.21,-9.86,6,6,6,6,178.72686238318084,9272.596644407637,TSLA_480-150
11137,613.21,0.62,6,6,6,6,41.79277581674296,9272.596644407637,TSLA_445-235
11138,613.21,-7.31,6,6,6,6,138.5322642228035,9272.596644407637,TSLA_420-265
11139,613.21,-1.23,9,9,9,9,66.26267677799541,9272.596644407637,TSLA_465-45
11140,613.21,-0.11,6,6,6,6,83.55300654222899,9272.596644407637,TSLA_405-165
11141,613.21,-4.71,5,5,5,5,75.65951383083465,9272.596644407637,TSLA_495-245
11142,613.21,-4.03,8,8,8,8,76.04441081371152,9272.596644407637,TSLA_415-55
11143,613.21,-5.2,6,6,6,6,128.01277586246445,9272.596644407637,TSLA_455-145
11144,613.21,-4.53,8,8,8,8,72.21508976996729,9272.596644407637,TSLA_490-60
11145,613.21,-1.04,6,6,6,6,35.669931222631035,9272.596644407637,TSLA_395-265
11146,613.21,-3.85,8,8,8,8,62.70569408553133,9272.596644407637,TSLA_390-65
11147,613.21,-4.98,7,7,7,7,137.6611250200667,9272.596644407637,TSLA_380-165
11148,613.21,-3.22,6,6,6,6,145.5143712666801,9272.596644407637,TSLA_430-165
11149,613.21,-4.82,10,10,10,10,70.65584805422013,9272.596644407637,TSLA_440-40
11150,613.21,0.44,6,6,6,6,61.87763638321725,9272.596644407637,TSLA_480-155
11151,613.21,-10.06,6,6,6,6,171.26723545659863,9272.596644407637,TSLA_420-270
11152,613.21,-7.52,6,6,6,6,154.17804399109468,9272.596644407637,TSLA_470-260
11153,613.21,-3.03,6,6,6,6,59.2667939030811,9272.596644407637,TSLA_445-240
11154,613.21,-4.19,6,6,6,6,73.94677929171696,9272.596644407637,TSLA_405-170
11155,613.21,-5.84,9,9,9,9,109.70372726605744,9272.596644407637,TSLA_465-50
11156,613.21,-7.65,8,8,8,8,132.31378581099483,9272.596644407637,TSLA_415-60
11157,613.21,-1.09,5,5,5,5,29.594285804257268,9272.596644407637,TSLA_495-250
11158,613.21,-3.03,8,8,8,8,58.4372954740603,9272.596644407637,TSLA_390-70
11159,613.21,-1.54,6,6,6,6,29.2029241288989,9272.596644407637,TSLA_455-150
11160,613.21,-0.43,6,6,6,6,12.396711123477877,9272.596644407637,TSLA_395-270
11161,613.21,-3.35,7,7,7,7,41.61254702132335,9272.596644407637,TSLA_490-65
11162,613.21,-6.69,6,6,6,6,148.58367656121828,9272.596644407637,TSLA_380-170
11163,613.21,-4.43,6,6,6,6,93.80318544414004,9272.596644407637,TSLA_430-170
11164,613.21,-5.99,6,6,6,6,139.16116601299913,9272.596644407637,TSLA_420-275
11165,613.21,-2.15,10,10,10,10,94.55013573044184,9272.596644407637,TSLA_440-45
11166,613.21,-0.7,6,6,6,6,67.76539597092184,9272.596644407637,TSLA_480-160
11167,613.21,-4.24,6,6,6,6,111.02293903115084,9272.596644407637,TSLA_405-175
11168,613.21,-4.25,6,6,6,6,64.4591025790988,9272.596644407637,TSLA_470-265
11169,613.21,-9.94,8,8,8,8,142.63900739098418,9272.596644407637,TSLA_465-55
11170,613.21,-4.45,6,6,6,6,118.95893643396904,9272.596644407637,TSLA_445-245
11171,613.21,-7.72,8,8,8,8,106.99486309307244,9272.596644407637,TSLA_415-65
11172,613.21,-2.06,5,5,5,5,38.84219699906334,9272.596644407637,TSLA_495-255
11173,613.21,-3.09,7,7,7,7,94.1444591710665,9272.596644407637,TSLA_395-275
11174,613.21,-3.82,7,7,7,7,71.43251844059692,9272.596644407637,TSLA_390-75
11175,613.21,-6.0,7,7,7,7,113.98893824336008,9272.596644407637,TSLA_490-70
11176,613.21,-4.26,6,6,6,6,123.31757058066788,9272.596644407637,TSLA_455-155
11177,613.21,-3.25,6,6,6,6,71.67364341833499,9272.596644407637,TSLA_430-175
11178,613.21,2.77,6,6,6,6,111.72664342868336,9272.596644407637,TSLA_380-175
11179,613.21,-1.4,6,6,6,6,32.99580357969607,9272.596644407637,TSLA_420-280
11180,613.21,-5.2,9,9,9,9,79.95477281234547,9272.596644407637,TSLA_440-50
11181,613.21,-8.07,6,6,6,6,117.86596296682286,9272.596644407637,TSLA_480-165
11182,613.21,-4.31,7,7,7,7,79.79287143692504,9272.596644407637,TSLA_405-180
11183,613.21,-6.38,6,6,6,6,97.31039853225909,9272.596644407637,TSLA_470-270
11184,613.21,-6.63,8,8,8,8,115.64688767309605,9272.596644407637,TSLA_465-60
11185,613.21,-5.05,7,7,7,7,90.71667035692616,9272.596644407637,TSLA_415-70
11186,613.21,-5.26,5,5,5,5,95.6415955588154,9272.596644407637,TSLA_495-260
11187,613.21,-4.12,7,7,7,7,71.91068143389668,9272.596644407637,TSLA_490-75
11188,613.21,0.94,7,7,7,7,32.24941954055018,9272.596644407637,TSLA_390-80
11189,613.21,-3.11,8,8,8,8,58.71705069428064,9272.596644407637,TSLA_395-280
11190,613.21,0.26,6,6,6,6,42.14579643394424,9272.596644407637,TSLA_455-160
11191,613.21,0.96,8,8,8,8,79.84208535032919,9272.596644407637,TSLA_440-55
11192,613.21,4.5,6,6,6,6,71.98253389381634,9272.596644407637,TSLA_380-180
11193,613.21,-3.78,6,6,6,6,78.43575456167612,9272.596644407637,TSLA_420-285
11194,613.21,-3.16,6,6,6,6,84.77700803344268,9272.596644407637,TSLA_445-250
11195,613.21,-2.88,6,6,6,6,48.355520151204125,9272.596644407637,TSLA_430-180
11196,613.21,-3.23,7,7,7,7,88.57391782029211,9272.596644407637,TSLA_405-185
11197,613.21,-3.56,6,6,6,6,93.09602671331048,9272.596644407637,TSLA_480-170
11198,613.21,2.68,6,6,6,6,59.49605701365731,9272.596644407637,TSLA_470-275
11199,613.21,-4.68,6,6,6,6,73.546371582665,9272.596644407637,TSLA_415-75
11200,613.21,-6.65,8,8,8,8,139.83800297112518,9272.596644407637,TSLA_465-65
11201,613.21,-2.01,8,8,8,8,60.55696469703268,9272.596644407637,TSLA_395-285
11202,613.21,-1.3,6,6,6,6,39.79103721798837,9272.596644407637,TSLA_390-85
11203,613.21,-2.32,6,6,6,6,41.7438544649321,9272.596644407637,TSLA_490-80
11204,613.21,2.09,5,5,5,5,54.8034662052559,9272.596644407637,TSLA_495-265
11205,613.21,1.91,6,6,6,6,55.51687575542579,9272.596644407637,TSLA_380-185
11206,613.21,-1.87,6,6,6,6,63.06737716723527,9272.596644407637,TSLA_420-290
11207,613.21,-1.56,6,6,6,6,35.04691059835748,9272.596644407637,TSLA_455-165
11208,613.21,-5.87,8,8,8,8,96.13503700144616,9272.596644407637,TSLA_440-60
11209,613.21,-1.86,6,6,6,6,32.8760235718922,9272.596644407637,TSLA_430-185
11210,613.21,5.03,7,7,7,7,75.05722590303115,9272.596644407637,TSLA_405-190
11211,613.21,-4.56,6,6,6,6,106.19326062515924,9272.596644407637,TSLA_445-255
11212,613.21,-3.34,6,6,6,6,58.92474631621677,9272.596644407637,TSLA_480-175
11213,613.21,-3.53,6,6,6,6,49.48363106924722,9272.596644407637,TSLA_415-80
11214,613.21,-6.55,8,8,8,8,90.94917797944126,9272.596644407637,TSLA_465-70
11215,613.21,-1.51,6,6,6,6,28.078114981804877,9272.596644407637,TSLA_470-280
11216,613.21,-3.14,5,5,5,5,59.8185347578732,9272.596644407637,TSLA_495-270
11217,613.21,0.27,6,6,6,6,44.708050873450496,9272.596644407637,TSLA_390-90
11218,613.21,-2.18,9,9,9,9,45.58792447929124,9272.596644407637,TSLA_395-290
11219,613.21,-4.68,6,6,6,6,66.42311224449192,9272.596644407637,TSLA_420-295
11220,613.21,-7.22,6,6,6,6,74.18282576550142,9272.596644407637,TSLA_490-85
11221,613.21,-0.73,6,6,6,6,46.99043689612736,9272.596644407637,TSLA_455-170
11222,613.21,2.68,6,6,6,6,43.09583542802263,9272.596644407637,TSLA_380-190
11223,613.21,-3.96,6,6,6,6,95.0296184370902,9272.596644407637,TSLA_405-195
11224,613.21,-10.29,6,6,6,6,173.468373365066,9272.596644407637,TSLA_430-190
11225,613.21,-5.69,7,7,7,7,97.85220842343826,9272.596644407637,TSLA_440-65
11226,613.21,-0.9,6,6,6,6,65.76224822116204,9272.596644407637,TSLA_445-260
11227,613.21,-0.17,6,6,6,6,40.76742338892048,9272.596644407637,TSLA_415-85
11228,613.21,-2.23,6,6,6,6,61.41422930155955,9272.596644407637,TSLA_480-180
11229,613.21,2.73,6,6,6,6,61.45173649642602,9272.596644407637,TSLA_390-95
11230,613.21,-5.38,5,5,5,5,92.81636213985036,9272.596644407637,TSLA_495-275
11231,613.21,0.4,8,8,8,8,22.494357179097676,9272.596644407637,TSLA_465-75
11232,613.21,5.47,9,9,9,9,67.5924211404339,9272.596644407637,TSLA_395-295
11233,613.21,-6.1,6,6,6,6,96.63740695554884,9272.596644407637,TSLA_470-285
11234,613.21,-6.75,6,6,6,6,124.75116356249822,9272.596644407637,TSLA_420-300
11235,613.21,-5.46,6,6,6,6,91.722806928177,9272.596644407637,TSLA_490-90
11236,613.21,-1.19,6,6,6,6,43.1700260019914,9272.596644407637,TSLA_380-195
11237,613.21,-4.64,6,6,6,6,83.74696014386261,9272.596644407637,TSLA_430-195
11238,613.21,2.01,6,6,6,6,85.71970688424474,9272.596644407637,TSLA_455-175
11239,613.21,-5.61,6,6,6,6,118.47694308427434,9272.596644407637,TSLA_405-200
11240,613.21,-1.63,6,6,6,6,37.55648538236688,9272.596644407637,TSLA_415-90
11241,613.21,-6.09,7,7,7,7,68.6518330120436,9272.596644407637,TSLA_440-70
11242,613.21,-2.01,6,6,6,6,45.14105553833837,9272.596644407637,TSLA_445-265
11243,613.21,-6.35,6,6,6,6,92.71335500582506,9272.596644407637,TSLA_390-100
