,SLOWFAST,Buy and Hold,Strategy,SLOW,FAST
1369,68-43,73.175,73.2025,68,43
1370,68-44,73.175,73.59125,68,44
1371,68-45,73.175,72.67875,68,45
1372,68-46,73.175,72.13,68,46
1373,68-47,73.175,71.8625,68,47
1374,68-48,73.175,71.5925,68,48
1375,68-49,73.175,71.09125,68,49
1376,68-5,73.175,60.64625,68,5
1377,68-50,73.175,71.285,68,50
1378,68-51,73.175,71.77125,68,51
1379,68-52,73.175,72.1825,68,52
1380,68-53,73.175,72.27625,68,53
1381,68-54,73.175,72.53375,68,54
1382,68-55,73.175,72.49375,68,55
1383,68-56,73.175,72.04375,68,56
1384,68-57,73.175,72.32625,68,57
1385,68-58,73.175,71.94125,68,58
1386,68-59,73.175,71.61375,68,59
1387,68-6,73.175,63.125,68,6
1388,68-60,73.175,71.31,68,60
1389,68-61,73.175,71.64874999999999,68,61
1390,68-62,73.175,71.65875,68,62
1391,68-63,73.175,71.68124999999999,68,63
1392,68-64,73.175,72.51125,68,64
1393,68-65,73.175,72.42125,68,65
1394,68-66,73.175,72.22875,68,66
1395,68-67,73.175,70.91625,68,67
1396,68-68,73.175,0.0,68,68
1397,68-69,73.175,1.3325,68,69
1398,68-7,73.175,62.955,68,7
1399,68-70,73.175,0.5775,68,70
1400,68-71,73.175,-0.17374999999999996,68,71
1401,68-72,73.175,-0.22749999999999992,68,72
1402,68-73,73.175,-0.4950000000000002,68,73
1403,68-74,73.175,0.20624999999999993,68,74
1404,68-8,73.175,60.475,68,8
1405,68-9,73.175,64.11125,68,9
1406,69-1,73.175,55.723749999999995,69,1
1407,69-10,73.175,69.6825,69,10
1408,69-11,73.175,71.965,69,11
1409,69-12,73.175,71.10625,69,12
1410,69-13,73.175,70.72,69,13
1411,69-14,73.175,71.75625,69,14
1412,69-15,73.175,73.66625,69,15
1413,69-16,73.175,73.2575,69,16
1414,69-17,73.175,72.1525,69,17
1415,69-18,73.175,71.08875,69,18
1416,69-19,73.175,69.81375,69,19
1417,69-2,73.175,62.918749999999996,69,2
1418,69-20,73.175,68.365,69,20
1419,69-21,73.175,68.6625,69,21
1420,69-22,73.175,74.245,69,22
1421,69-23,73.175,74.65875,69,23
1422,69-24,73.175,73.40625,69,24
1423,69-25,73.175,73.105,69,25
1424,69-26,73.175,74.98875,69,26
1425,69-27,73.175,80.32875,69,27
1426,69-28,73.175,79.7775,69,28
1427,69-29,73.175,76.65,69,29
1428,69-3,73.175,60.621249999999996,69,3
1429,69-30,73.175,74.51375,69,30
1430,69-31,73.175,74.27625,69,31
1431,69-32,73.175,74.64125,69,32
1432,69-33,73.175,73.46625,69,33
1433,69-34,73.175,73.64125,69,34
1434,69-35,73.175,72.49,69,35
1435,69-36,73.175,71.94,69,36
1436,69-37,73.175,71.56375,69,37
1437,69-38,73.175,73.19875,69,38
1438,69-39,73.175,72.8175,69,39
1439,69-4,73.175,60.1475,69,4
1440,69-40,73.175,73.34,69,40
1441,69-41,73.175,73.1775,69,41
1442,69-42,73.175,73.2975,69,42
1443,69-43,73.175,73.52625,69,43
1444,69-44,73.175,73.31625,69,44
1445,69-45,73.175,72.04625,69,45
1446,69-46,73.175,72.01,69,46
1447,69-47,73.175,71.75125,69,47
1448,69-48,73.175,71.23375,69,48
1449,69-49,73.175,71.15125,69,49
1450,69-5,73.175,62.06125,69,5
1451,69-50,73.175,71.97,69,50
1452,69-51,73.175,72.075,69,51
1453,69-52,73.175,72.125,69,52
1454,69-53,73.175,72.295,69,53
1455,69-54,73.175,72.42875,69,54
1456,69-55,73.175,71.96875,69,55
1457,69-56,73.175,72.19125,69,56
1458,69-57,73.175,71.9075,69,57
1459,69-58,73.175,71.71625,69,58
1460,69-59,73.175,71.31,69,59
1461,69-6,73.175,63.7325,69,6
1462,69-60,73.175,71.6,69,60
1463,69-61,73.175,71.64874999999999,69,61
1464,69-62,73.175,71.75,69,62
1465,69-63,73.175,72.62125,69,63
1466,69-64,73.175,72.42125,69,64
1467,69-65,73.175,72.22875,69,65
1468,69-66,73.175,70.91625,69,66
1469,69-67,73.175,70.82125,69,67
1470,69-68,73.175,70.67875,69,68
1471,69-69,73.175,0.0,69,69
1472,69-7,73.175,64.01375,69,7
1473,69-70,73.175,-0.17374999999999996,69,70
1474,69-71,73.175,-0.40749999999999986,69,71
1475,69-72,73.175,-0.4950000000000002,69,72
1476,69-73,73.175,0.21749999999999992,69,73
1477,69-74,73.175,0.39375000000000016,69,74
1478,69-8,73.175,64.695,69,8
1479,69-9,73.175,66.27625,69,9
1480,70-1,73.175,56.114999999999995,70,1
1481,70-10,73.175,71.79875,70,10
1482,70-11,73.175,70.64,70,11
1483,70-12,73.175,69.975,70,12
1484,70-13,73.175,72.33875,70,13
1485,70-14,73.175,73.51375,70,14
1486,70-15,73.175,74.2475,70,15
1487,70-16,73.175,72.59375,70,16
1488,70-17,73.175,70.33,70,17
1489,70-18,73.175,70.7975,70,18
1490,70-19,73.175,68.94875,70,19
1491,70-2,73.175,62.045,70,2
1492,70-20,73.175,68.56,70,20
1493,70-21,73.175,72.675,70,21
1494,70-22,73.175,73.3975,70,22
1495,70-23,73.175,74.65625,70,23
1496,70-24,73.175,73.5,70,24
1497,70-25,73.175,72.33875,70,25
1498,70-26,73.175,81.10125,70,26
1499,70-27,73.175,79.675,70,27
1500,70-28,73.175,76.58375,70,28
1501,70-29,73.175,75.06125,70,29
1502,70-3,73.175,60.79375,70,3
1503,70-30,73.175,74.525,70,30
1504,70-31,73.175,74.70875,70,31
1505,70-32,73.175,74.16875,70,32
1506,70-33,73.175,73.09375,70,33
1507,70-34,73.175,72.705,70,34
1508,70-35,73.175,72.3125,70,35
1509,70-36,73.175,71.77624999999999,70,36
1510,70-37,73.175,71.22375,70,37
1511,70-38,73.175,72.6325,70,38
1512,70-39,73.175,72.87875,70,39
1513,70-4,73.175,62.345,70,4
1514,70-40,73.175,73.49875,70,40
1515,70-41,73.175,72.7325,70,41
1516,70-42,73.175,73.2725,70,42
1517,70-43,73.175,73.625,70,43
1518,70-44,73.175,72.27374999999999,70,44
1519,70-45,73.175,72.105,70,45
1520,70-46,73.175,72.05125,70,46
1521,70-47,73.175,71.32875,70,47
1522,70-48,73.175,70.99249999999999,70,48
1523,70-49,73.175,72.0275,70,49
1524,70-5,73.175,63.18625,70,5
1525,70-50,73.175,72.05125,70,50
1526,70-51,73.175,72.205,70,51
1527,70-52,73.175,72.1075,70,52
1528,70-53,73.175,72.34125,70,53
1529,70-54,73.175,72.21375,70,54
1530,70-55,73.175,72.1675,70,55
1531,70-56,73.175,71.9525,70,56
1532,70-57,73.175,71.71625,70,57
1533,70-58,73.175,71.54375,70,58
1534,70-59,73.175,71.59,70,59
1535,70-6,73.175,66.91625,70,6
1536,70-60,73.175,71.645,70,60
1537,70-61,73.175,71.78125,70,61
1538,70-62,73.175,72.62125,70,62
1539,70-63,73.175,72.41625,70,63
1540,70-64,73.175,72.22875,70,64
1541,70-65,73.175,71.09125,70,65
1542,70-66,73.175,70.82125,70,66
1543,70-67,73.175,70.72125,70,67
1544,70-68,73.175,71.5325,70,68
1545,70-69,73.175,72.58624999999999,70,69
1546,70-7,73.175,65.95375,70,7
1547,70-70,73.175,0.0,70,70
1548,70-71,73.175,-0.4899999999999999,70,71
1549,70-72,73.175,0.21749999999999992,70,72
1550,70-73,73.175,0.39375000000000016,70,73
1551,70-74,73.175,0.3324999999999999,70,74
1552,70-8,73.175,65.325,70,8
1553,70-9,73.175,65.36625000000001,70,9
1554,71-1,73.175,54.68,71,1
1555,71-10,73.175,71.38250000000001,71,10
1556,71-11,73.175,71.37375,71,11
1557,71-12,73.175,71.04375,71,12
1558,71-13,73.175,72.3,71,13
1559,71-14,73.175,73.2,71,14
1560,71-15,73.175,72.63375,71,15
1561,71-16,73.175,71.68875,71,16
1562,71-17,73.175,70.08125,71,17
1563,71-18,73.175,68.93625,71,18
1564,71-19,73.175,68.8475,71,19
1565,71-2,73.175,61.4375,71,2
1566,71-20,73.175,71.44625,71,20
1567,71-21,73.175,73.9125,71,21
1568,71-22,73.175,75.29125,71,22
1569,71-23,73.175,73.27250000000001,71,23
1570,71-24,73.175,72.71875,71,24
1571,71-25,73.175,75.9875,71,25
1572,71-26,73.175,79.42125,71,26
1573,71-27,73.175,80.16625,71,27
1574,71-28,73.175,76.3,71,28
1575,71-29,73.175,74.2425,71,29
1576,71-3,73.175,62.486250000000005,71,3
1577,71-30,73.175,74.4025,71,30
1578,71-31,73.175,73.76125,71,31
1579,71-32,73.175,73.28,71,32
1580,71-33,73.175,73.06875,71,33
1581,71-34,73.175,72.97,71,34
1582,71-35,73.175,71.9125,71,35
1583,71-36,73.175,71.51875,71,36
1584,71-37,73.175,72.535,71,37
1585,71-38,73.175,72.95375,71,38
1586,71-39,73.175,73.3025,71,39
1587,71-4,73.175,64.0075,71,4
1588,71-40,73.175,72.815,71,40
1589,71-41,73.175,73.05125,71,41
1590,71-42,73.175,73.60375,71,42
1591,71-43,73.175,72.67,71,43
1592,71-44,73.175,72.21124999999999,71,44
1593,71-45,73.175,71.85125,71,45
1594,71-46,73.175,71.41,71,46
1595,71-47,73.175,70.84875,71,47
1596,71-48,73.175,71.87875,71,48
1597,71-49,73.175,72.10249999999999,71,49
1598,71-5,73.175,63.40625,71,5
1599,71-50,73.175,71.78,71,50
1600,71-51,73.175,71.905,71,51
1601,71-52,73.175,72.6525,71,52
1602,71-53,73.175,72.16875,71,53
1603,71-54,73.175,72.29125,71,54
1604,71-55,73.175,72.05749999999999,71,55
1605,71-56,73.175,71.7525,71,56
1606,71-57,73.175,71.54375,71,57
1607,71-58,73.175,71.6075,71,58
1608,71-59,73.175,71.645,71,59
1609,71-6,73.175,66.89750000000001,71,6
1610,71-60,73.175,71.80125,71,60
1611,71-61,73.175,72.42375,71,61
1612,71-62,73.175,72.455,71,62
1613,71-63,73.175,72.335,71,63
1614,71-64,73.175,71.495,71,64
1615,71-65,73.175,70.81875,71,65
1616,71-66,73.175,70.72125,71,66
1617,71-67,73.175,71.47875,71,67
1618,71-68,73.175,72.58624999999999,71,68
1619,71-69,73.175,72.88625,71,69
1620,71-7,73.175,64.13875,71,7
1621,71-70,73.175,73.00625,71,70
1622,71-71,73.175,0.0,71,71
1623,71-72,73.175,0.39375000000000016,71,72
1624,71-73,73.175,0.3324999999999999,71,73
1625,71-74,73.175,0.6262499999999999,71,74
1626,71-8,73.175,67.00375,71,8
1627,71-9,73.175,68.92125,71,9
1628,72-1,73.175,57.52125,72,1
1629,72-10,73.175,70.5425,72,10
1630,72-11,73.175,70.5275,72,11
1631,72-12,73.175,72.6525,72,12
1632,72-13,73.175,73.69,72,13
1633,72-14,73.175,73.065,72,14
1634,72-15,73.175,72.06,72,15
1635,72-16,73.175,69.75375,72,16
1636,72-17,73.175,68.9575,72,17
1637,72-18,73.175,69.70875,72,18
1638,72-19,73.175,70.845,72,19
1639,72-2,73.175,63.16125,72,2
1640,72-20,73.175,72.38375,72,20
1641,72-21,73.175,73.75,72,21
1642,72-22,73.175,73.41625,72,22
1643,72-23,73.175,73.3225,72,23
1644,72-24,73.175,72.56875000000001,72,24
1645,72-25,73.175,79.425,72,25
1646,72-26,73.175,79.8075,72,26
1647,72-27,73.175,76.85375,72,27
1648,72-28,73.175,74.2875,72,28
1649,72-29,73.175,74.325,72,29
1650,72-3,73.175,62.26,72,3
1651,72-30,73.175,74.38625,72,30
1652,72-31,73.175,73.7,72,31
1653,72-32,73.175,73.13375,72,32
1654,72-33,73.175,72.71625,72,33
1655,72-34,73.175,72.38375,72,34
1656,72-35,73.175,71.77875,72,35
1657,72-36,73.175,73.44875,72,36
1658,72-37,73.175,72.84625,72,37
1659,72-38,73.175,73.1975,72,38
1660,72-39,73.175,73.01375,72,39
1661,72-4,73.175,63.5225,72,4
1662,72-40,73.175,73.2775,72,40
1663,72-41,73.175,73.42875,72,41
1664,72-42,73.175,73.06625,72,42
1665,72-43,73.175,72.315,72,43
1666,72-44,73.175,71.87,72,44
1667,72-45,73.175,71.72,72,45
1668,72-46,73.175,70.5275,72,46
1669,72-47,73.175,71.1825,72,47
1670,72-48,73.175,72.2825,72,48
1671,72-49,73.175,71.7175,72,49
1672,72-5,73.175,63.8875,72,5
1673,72-50,73.175,72.01125,72,50
1674,72-51,73.175,72.4725,72,51
1675,72-52,73.175,72.26125,72,52
1676,72-53,73.175,72.2775,72,53
1677,72-54,73.175,72.13,72,54
1678,72-55,73.175,71.7525,72,55
1679,72-56,73.175,71.49375,72,56
1680,72-57,73.175,71.82875,72,57
1681,72-58,73.175,71.68375,72,58
1682,72-59,73.175,71.7025,72,59
1683,72-6,73.175,65.19125,72,6
1684,72-60,73.175,72.4125,72,60
1685,72-61,73.175,72.485,72,61
1686,72-62,73.175,72.335,72,62
1687,72-63,73.175,71.66499999999999,72,63
1688,72-64,73.175,70.74,72,64
1689,72-65,73.175,70.41125,72,65
1690,72-66,73.175,71.34875,72,66
1691,72-67,73.175,72.535,72,67
1692,72-68,73.175,72.65625,72,68
1693,72-69,73.175,73.01375,72,69
1694,72-7,73.175,66.7975,72,7
1695,72-70,73.175,72.05875,72,70
1696,72-71,73.175,71.8175,72,71
1697,72-72,73.175,0.0,72,72
1698,72-73,73.175,0.6262499999999999,72,73
1699,72-74,73.175,0.555,72,74
1700,72-8,73.175,68.46,72,8
1701,72-9,73.175,73.94125,72,9
1702,73-1,73.175,57.855000000000004,73,1
1703,73-10,73.175,71.075,73,10
1704,73-11,73.175,71.02875,73,11
1705,73-12,73.175,72.86375,73,12
1706,73-13,73.175,73.31875,73,13
1707,73-14,73.175,71.99125000000001,73,14
1708,73-15,73.175,70.76625,73,15
1709,73-16,73.175,69.08875,73,16
1710,73-17,73.175,69.18125,73,17
1711,73-18,73.175,70.89,73,18
1712,73-19,73.175,70.97125,73,19
1713,73-2,73.175,62.3075,73,2
1714,73-20,73.175,74.95875,73,20
1715,73-21,73.175,74.2275,73,21
1716,73-22,73.175,73.755,73,22
1717,73-23,73.175,72.34125,73,23
1718,73-24,73.175,75.3275,73,24
1719,73-25,73.175,79.85,73,25
1720,73-26,73.175,76.25875,73,26
1721,73-27,73.175,73.8525,73,27
1722,73-28,73.175,74.5725,73,28
1723,73-29,73.175,74.56,73,29
1724,73-3,73.175,62.54,73,3
1725,73-30,73.175,73.16875,73,30
1726,73-31,73.175,72.97125,73,31
1727,73-32,73.175,72.80375,73,32
1728,73-33,73.175,72.63125,73,33
1729,73-34,73.175,71.89874999999999,73,34
1730,73-35,73.175,71.57875,73,35
1731,73-36,73.175,72.32375,73,36
1732,73-37,73.175,72.82875,73,37
1733,73-38,73.175,73.405,73,38
1734,73-39,73.175,72.75874999999999,73,39
1735,73-4,73.175,63.59375,73,4
1736,73-40,73.175,72.9175,73,40
1737,73-41,73.175,73.52374999999999,73,41
1738,73-42,73.175,72.1925,73,42
1739,73-43,73.175,71.92375,73,43
1740,73-44,73.175,71.725,73,44
1741,73-45,73.175,71.1275,73,45
1742,73-46,73.175,71.07875,73,46
1743,73-47,73.175,71.79124999999999,73,47
1744,73-48,73.175,72.01875,73,48
1745,73-49,73.175,72.07875,73,49
1746,73-5,73.175,63.59375,73,5
1747,73-50,73.175,72.0075,73,50
1748,73-51,73.175,72.38875,73,51
1749,73-52,73.175,72.0275,73,52
1750,73-53,73.175,72.4975,73,53
1751,73-54,73.175,71.83375,73,54
1752,73-55,73.175,71.66625,73,55
1753,73-56,73.175,71.82875,73,56
1754,73-57,73.175,71.68375,73,57
1755,73-58,73.175,71.68625,73,58
1756,73-59,73.175,72.41499999999999,73,59
1757,73-6,73.175,66.6225,73,6
1758,73-60,73.175,72.52625,73,60
1759,73-61,73.175,72.1925,73,61
1760,73-62,73.175,71.66499999999999,73,62
1761,73-63,73.175,70.64625,73,63
1762,73-64,73.175,70.4175,73,64
1763,73-65,73.175,71.19875,73,65
1764,73-66,73.175,72.49125,73,66
1765,73-67,73.175,72.65625,73,67
1766,73-68,73.175,73.01375,73,68
1767,73-69,73.175,72.05875,73,69
1768,73-7,73.175,67.82875,73,7
1769,73-70,73.175,71.8175,73,70
1770,73-71,73.175,71.9275,73,71
1771,73-72,73.175,71.55875,73,72
1772,73-73,73.175,0.0,73,73
1773,73-74,73.175,0.5325000000000001,73,74
1774,73-8,73.175,66.54125,73,8
1775,73-9,73.175,72.905,73,9
1776,74-1,73.175,57.7575,74,1
1777,74-10,73.175,72.89125,74,10
1778,74-11,73.175,73.60875,74,11
1779,74-12,73.175,73.75875,74,12
1780,74-13,73.175,73.48625,74,13
1781,74-14,73.175,72.05875,74,14
1782,74-15,73.175,69.73875,74,15
1783,74-16,73.175,68.8775,74,16
1784,74-17,73.175,70.8775,74,17
1785,74-18,73.175,71.99125,74,18
1786,74-19,73.175,73.425,74,19
1787,74-2,73.175,66.19500000000001,74,2
1788,74-20,73.175,74.02,74,20
1789,74-21,73.175,74.7125,74,21
1790,74-22,73.175,72.69500000000001,74,22
1791,74-23,73.175,72.49625,74,23
1792,74-24,73.175,79.43375,74,24
1793,74-25,73.175,80.315,74,25
1794,74-26,73.175,74.60125000000001,74,26
1795,74-27,73.175,73.45625,74,27
1796,74-28,73.175,74.45875,74,28
1797,74-29,73.175,73.4725,74,29
1798,74-3,73.175,60.79375,74,3
1799,74-30,73.175,72.915,74,30
1800,74-31,73.175,73.35875,74,31
1801,74-32,73.175,72.7975,74,32
1802,74-33,73.175,72.235,74,33
1803,74-34,73.175,71.715,74,34
1804,74-35,73.175,72.8125,74,35
1805,74-36,73.175,73.07875,74,36
1806,74-37,73.175,73.24,74,37
1807,74-38,73.175,72.78625,74,38
1808,74-39,73.175,73.2625,74,39
1809,74-4,73.175,64.135,74,4
1810,74-40,73.175,73.21,74,40
1811,74-41,73.175,72.4475,74,41
1812,74-42,73.175,72.20125,74,42
1813,74-43,73.175,72.05,74,43
1814,74-44,73.175,71.34,74,44
1815,74-45,73.175,71.05875,74,45
1816,74-46,73.175,71.91624999999999,74,46
1817,74-47,73.175,71.92875,74,47
1818,74-48,73.175,71.91499999999999,74,48
1819,74-49,73.175,71.93125,74,49
1820,74-5,73.175,67.7825,74,5
1821,74-50,73.175,72.19625,74,50
1822,74-51,73.175,71.81125,74,51
1823,74-52,73.175,72.2225,74,52
1824,74-53,73.175,71.975,74,53
1825,74-54,73.175,71.585,74,54
1826,74-55,73.175,71.70625,74,55
1827,74-56,73.175,71.90125,74,56
1828,74-57,73.175,71.63125,74,57
1829,74-58,73.175,72.68124999999999,74,58
1830,74-59,73.175,72.44,74,59
1831,74-6,73.175,67.63,74,6
1832,74-60,73.175,72.32875,74,60
1833,74-61,73.175,72.05625,74,61
1834,74-62,73.175,70.63875,74,62
1835,74-63,73.175,70.22875,74,63
1836,74-64,73.175,70.91625,74,64
1837,74-65,73.175,72.49125,74,65
1838,74-66,73.175,72.595,74,66
1839,74-67,73.175,72.97875,74,67
1840,74-68,73.175,72.07375,74,68
1841,74-69,73.175,71.8175,74,69
1842,74-7,73.175,68.6725,74,7
1843,74-70,73.175,71.9275,74,70
1844,74-71,73.175,71.55875,74,71
1845,74-72,73.175,71.63125,74,72
1846,74-73,73.175,71.66,74,73
1847,74-74,73.175,0.0,74,74
1848,74-8,73.175,68.1425,74,8
1849,74-9,73.175,73.0025,74,9
1850,75-1,73.175,58.71875,75,1
1851,75-10,73.175,73.52375,75,10
1852,75-11,73.175,74.38375,75,11
1853,75-12,73.175,75.5025,75,12
1854,75-13,73.175,72.34625,75,13
1855,75-14,73.175,71.73625,75,14
1856,75-15,73.175,71.43375,75,15
1857,75-16,73.175,71.34,75,16
1858,75-17,73.175,71.71875,75,17
1859,75-18,73.175,71.035,75,18
1860,75-19,73.175,74.28,75,19
1861,75-2,73.175,63.230000000000004,75,2
1862,75-20,73.175,74.9775,75,20
1863,75-21,73.175,73.66875,75,21
1864,75-22,73.175,72.73875,75,22
1865,75-23,73.175,74.94625,75,23
1866,75-24,73.175,80.035,75,24
1867,75-25,73.175,76.325,75,25
1868,75-26,73.175,72.93375,75,26
1869,75-27,73.175,74.4825,75,27
1870,75-28,73.175,74.3225,75,28
1871,75-29,73.175,73.32124999999999,75,29
1872,75-3,73.175,61.98875,75,3
1873,75-30,73.175,72.60125000000001,75,30
1874,75-31,73.175,72.52499999999999,75,31
1875,75-32,73.175,72.4225,75,32
1876,75-33,73.175,72.10875,75,33
1877,75-34,73.175,71.56125,75,34
1878,75-35,73.175,73.10375,75,35
1879,75-36,73.175,73.24625,75,36
1880,75-37,73.175,73.08749999999999,75,37
1881,75-38,73.175,72.96375,75,38
1882,75-39,73.175,73.22749999999999,75,39
1883,75-4,73.175,66.58625,75,4
1884,75-40,73.175,72.85625,75,40
1885,75-41,73.175,72.27499999999999,75,41
1886,75-42,73.175,71.9875,75,42
1887,75-43,73.175,71.38374999999999,75,43
1888,75-44,73.175,70.89375,75,44
1889,75-45,73.175,71.60125,75,45
1890,75-46,73.175,72.1475,75,46
1891,75-47,73.175,71.64999999999999,75,47
1892,75-48,73.175,71.87875,75,48
1893,75-49,73.175,71.9325,75,49
1894,75-5,73.175,70.23625,75,5
1895,75-50,73.175,72.045,75,50
1896,75-51,73.175,72.02499999999999,75,51
1897,75-52,73.175,71.975,75,52
1898,75-53,73.175,71.59125,75,53
1899,75-54,73.175,71.51125,75,54
1900,75-55,73.175,71.61749999999999,75,55
1901,75-56,73.175,71.58125,75,56
1902,75-57,73.175,72.75125,75,57
1903,75-58,73.175,72.49875,75,58
1904,75-59,73.175,72.29375,75,59
1905,75-6,73.175,67.57375,75,6
1906,75-60,73.175,72.0725,75,60
1907,75-61,73.175,70.41499999999999,75,61
1908,75-62,73.175,70.275,75,62
1909,75-63,73.175,70.5975,75,63
1910,75-64,73.175,72.5675,75,64
1911,75-65,73.175,72.58624999999999,75,65
1912,75-66,73.175,72.97875,75,66
1913,75-67,73.175,72.07375,75,67
1914,75-68,73.175,71.8175,75,68
1915,75-69,73.175,71.9275,75,69
1916,75-7,73.175,68.08125,75,7
1917,75-70,73.175,71.55875,75,70
1918,75-71,73.175,71.63125,75,71
1919,75-72,73.175,71.66,75,72
1920,75-73,73.175,71.95375,75,73
1921,75-74,73.175,71.86125,75,74
1922,75-8,73.175,71.40625,75,8
1923,75-9,73.175,70.9,75,9
1924,76-1,73.175,61.2275,76,1
1925,76-10,73.175,74.99875,76,10
1926,76-11,73.175,75.18625,76,11
1927,76-12,73.175,75.34875,76,12
1928,76-13,73.175,74.20375,76,13
1929,76-14,73.175,72.18125,76,14
1930,76-15,73.175,71.08625,76,15
1931,76-16,73.175,71.425,76,16
1932,76-17,73.175,72.31375,76,17
1933,76-18,73.175,73.42125,76,18
1934,76-19,73.175,74.00874999999999,76,19
1935,76-2,73.175,64.16875,76,2
1936,76-20,73.175,74.15125,76,20
1937,76-21,73.175,73.00125,76,21
1938,76-22,73.175,71.41625,76,22
1939,76-23,73.175,79.8775,76,23
1940,76-24,73.175,80.96875,76,24
1941,76-25,73.175,73.74,76,25
1942,76-26,73.175,74.01875,76,26
1943,76-27,73.175,74.36625,76,27
1944,76-28,73.175,73.0925,76,28
1945,76-29,73.175,72.78625,76,29
1946,76-3,73.175,63.78125,76,3
1947,76-30,73.175,72.94875,76,30
1948,76-31,73.175,72.78999999999999,76,31
1949,76-32,73.175,72.08,76,32
1950,76-33,73.175,71.85,76,33
1951,76-34,73.175,72.57625,76,34
1952,76-35,73.175,73.0,76,35
1953,76-36,73.175,73.335,76,36
1954,76-37,73.175,72.62875,76,37
1955,76-38,73.175,72.9675,76,38
1956,76-39,73.175,73.20625,76,39
1957,76-4,73.175,66.71000000000001,76,4
1958,76-40,73.175,72.01875,76,40
1959,76-41,73.175,72.1,76,41
1960,76-42,73.175,71.52374999999999,76,42
1961,76-43,73.175,70.3925,76,43
1962,76-44,73.175,71.2075,76,44
1963,76-45,73.175,72.21124999999999,76,45
1964,76-46,73.175,71.9125,76,46
1965,76-47,73.175,71.92875,76,47
1966,76-48,73.175,72.29875,76,48
1967,76-49,73.175,71.975,76,49
1968,76-5,73.175,68.22875,76,5
1969,76-50,73.175,71.96625,76,50
1970,76-51,73.175,72.04375,76,51
1971,76-52,73.175,71.775,76,52
1972,76-53,73.175,71.475,76,53
1973,76-54,73.175,71.58624999999999,76,54
1974,76-55,73.175,71.62375,76,55
1975,76-56,73.175,71.70375,76,56
1976,76-57,73.175,72.52,76,57
1977,76-58,73.175,72.5375,76,58
1978,76-59,73.175,71.8925,76,59
1979,76-6,73.175,68.53875,76,6
1980,76-60,73.175,70.68125,76,60
1981,76-61,73.175,70.37125,76,61
1982,76-62,73.175,70.6325,76,62
1983,76-63,73.175,72.4675,76,63
1984,76-64,73.175,72.53875,76,64
1985,76-65,73.175,73.10249999999999,76,65
1986,76-66,73.175,72.07375,76,66
1987,76-67,73.175,71.8175,76,67
1988,76-68,73.175,71.925,76,68
1989,76-69,73.175,71.55875,76,69
1990,76-7,73.175,66.455,76,7
1991,76-70,73.175,71.63125,76,70
1992,76-71,73.175,71.66,76,71
1993,76-72,73.175,71.95375,76,72
1994,76-73,73.175,71.86125,76,73
1995,76-74,73.175,71.71,76,74
1996,76-8,73.175,70.9125,76,8
1997,76-9,73.175,71.3025,76,9
1998,77-1,73.175,65.1725,77,1
1999,77-10,73.175,73.96625,77,10
2000,77-11,73.175,76.36625000000001,77,11
2001,77-12,73.175,75.2775,77,12
2002,77-13,73.175,73.115,77,13
2003,77-14,73.175,72.44,77,14
2004,77-15,73.175,71.31875,77,15
2005,77-16,73.175,71.4525,77,16
2006,77-17,73.175,72.05375,77,17
2007,77-18,73.175,74.36,77,18
2008,77-19,73.175,74.99875,77,19
2009,77-2,73.175,65.6075,77,2
2010,77-20,73.175,73.81125,77,20
2011,77-21,73.175,72.30375000000001,77,21
2012,77-22,73.175,76.3325,77,22
2013,77-23,73.175,80.445,77,23
2014,77-24,73.175,74.34625,77,24
2015,77-25,73.175,73.37375,77,25
2016,77-26,73.175,74.03999999999999,77,26
2017,77-27,73.175,74.00875,77,27
2018,77-28,73.175,73.22125,77,28
2019,77-29,73.175,72.38125,77,29
2020,77-3,73.175,65.9275,77,3
2021,77-30,73.175,72.29875,77,30
2022,77-31,73.175,72.4,77,31
2023,77-32,73.175,71.87875,77,32
2024,77-33,73.175,73.7775,77,33
2025,77-34,73.175,73.05875,77,34
2026,77-35,73.175,73.53875,77,35
2027,77-36,73.175,72.72375,77,36
2028,77-37,73.175,72.8875,77,37
2029,77-38,73.175,73.11749999999999,77,38
2030,77-39,73.175,72.19375,77,39
2031,77-4,73.175,68.57875,77,4
2032,77-40,73.175,72.2025,77,40
2033,77-41,73.175,72.14999999999999,77,41
2034,77-42,73.175,71.30499999999999,77,42
2035,77-43,73.175,71.12375,77,43
2036,77-44,73.175,71.91375,77,44
2037,77-45,73.175,72.01625,77,45
2038,77-46,73.175,71.825,77,46
2039,77-47,73.175,71.84125,77,47
2040,77-48,73.175,71.80499999999999,77,48
2041,77-49,73.175,71.83375,77,49
2042,77-5,73.175,70.81625,77,5
2043,77-50,73.175,71.74249999999999,77,50
2044,77-51,73.175,71.82625,77,51
2045,77-52,73.175,71.54125,77,52
2046,77-53,73.175,71.77125,77,53
2047,77-54,73.175,71.72,77,54
2048,77-55,73.175,71.72375,77,55
2049,77-56,73.175,72.56,77,56
2050,77-57,73.175,72.4825,77,57
2051,77-58,73.175,72.17875,77,58
2052,77-59,73.175,70.46875,77,59
2053,77-6,73.175,68.3775,77,6
2054,77-60,73.175,70.33624999999999,77,60
2055,77-61,73.175,70.6125,77,61
2056,77-62,73.175,71.74625,77,62
2057,77-63,73.175,72.35375,77,63
2058,77-64,73.175,73.05625,77,64
2059,77-65,73.175,72.1625,77,65
