,SLOWFAST,Buy and Hold,Strategy,SLOW,FAST
2754,87-24,73.175,72.265,87,24
2755,87-25,73.175,72.51375,87,25
2756,87-26,73.175,72.36625,87,26
2757,87-27,73.175,71.5975,87,27
2758,87-28,73.175,72.97125,87,28
2759,87-29,73.175,73.0875,87,29
2760,87-3,73.175,65.36625000000001,87,3
2761,87-30,73.175,73.435,87,30
2762,87-31,73.175,73.34375,87,31
2763,87-32,73.175,73.43625,87,32
2764,87-33,73.175,72.5775,87,33
2765,87-34,73.175,71.56,87,34
2766,87-35,73.175,71.46249999999999,87,35
2767,87-36,73.175,70.395,87,36
2768,87-37,73.175,71.38,87,37
2769,87-38,73.175,72.31375,87,38
2770,87-39,73.175,72.0275,87,39
2771,87-4,73.175,65.4825,87,4
2772,87-40,73.175,71.56375,87,40
2773,87-41,73.175,71.66375,87,41
2774,87-42,73.175,71.17125,87,42
2775,87-43,73.175,71.47875,87,43
2776,87-44,73.175,71.45375,87,44
2777,87-45,73.175,71.21875,87,45
2778,87-46,73.175,71.42375,87,46
2779,87-47,73.175,71.795,87,47
2780,87-48,73.175,71.72875,87,48
2781,87-49,73.175,72.27875,87,49
2782,87-5,73.175,65.98875,87,5
2783,87-50,73.175,72.39874999999999,87,50
2784,87-51,73.175,70.71375,87,51
2785,87-52,73.175,70.41875,87,52
2786,87-53,73.175,70.395,87,53
2787,87-54,73.175,71.77125,87,54
2788,87-55,73.175,72.655,87,55
2789,87-56,73.175,72.725,87,56
2790,87-57,73.175,72.15375,87,57
2791,87-58,73.175,71.58624999999999,87,58
2792,87-59,73.175,71.9225,87,59
2793,87-6,73.175,75.2925,87,6
2794,87-60,73.175,71.55624999999999,87,60
2795,87-61,73.175,71.57625,87,61
2796,87-62,73.175,71.6075,87,62
2797,87-63,73.175,71.62125,87,63
2798,87-64,73.175,71.61625,87,64
2799,87-65,73.175,71.67999999999999,87,65
2800,87-66,73.175,71.33125,87,66
2801,87-67,73.175,71.4175,87,67
2802,87-68,73.175,71.20375,87,68
2803,87-69,73.175,71.3125,87,69
2804,87-7,73.175,75.4925,87,7
2805,87-70,73.175,71.11375,87,70
2806,87-71,73.175,71.11749999999999,87,71
2807,87-72,73.175,71.24875,87,72
2808,87-73,73.175,70.98375,87,73
2809,87-74,73.175,71.0675,87,74
2810,87-8,73.175,73.355,87,8
2811,87-9,73.175,72.85000000000001,87,9
2812,88-1,73.175,68.88875,88,1
2813,88-10,73.175,72.22125,88,10
2814,88-11,73.175,72.155,88,11
2815,88-12,73.175,71.47875,88,12
2816,88-13,73.175,75.04625,88,13
2817,88-14,73.175,72.98625,88,14
2818,88-15,73.175,72.5575,88,15
2819,88-16,73.175,73.30875,88,16
2820,88-17,73.175,78.58624999999999,88,17
2821,88-18,73.175,74.15375,88,18
2822,88-19,73.175,73.76375,88,19
2823,88-2,73.175,71.72875,88,2
2824,88-20,73.175,73.05624999999999,88,20
2825,88-21,73.175,72.045,88,21
2826,88-22,73.175,71.835,88,22
2827,88-23,73.175,72.615,88,23
2828,88-24,73.175,72.28625,88,24
2829,88-25,73.175,72.34125,88,25
2830,88-26,73.175,72.1225,88,26
2831,88-27,73.175,71.545,88,27
2832,88-28,73.175,72.7425,88,28
2833,88-29,73.175,73.7175,88,29
2834,88-3,73.175,65.6575,88,3
2835,88-30,73.175,73.14875,88,30
2836,88-31,73.175,73.3075,88,31
2837,88-32,73.175,73.34625,88,32
2838,88-33,73.175,72.00125,88,33
2839,88-34,73.175,71.7475,88,34
2840,88-35,73.175,71.05499999999999,88,35
2841,88-36,73.175,70.87125,88,36
2842,88-37,73.175,71.56625,88,37
2843,88-38,73.175,72.12875,88,38
2844,88-39,73.175,71.5825,88,39
2845,88-4,73.175,64.03125,88,4
2846,88-40,73.175,71.74625,88,40
2847,88-41,73.175,71.345,88,41
2848,88-42,73.175,71.30375,88,42
2849,88-43,73.175,70.86875,88,43
2850,88-44,73.175,71.31125,88,44
2851,88-45,73.175,71.43125,88,45
2852,88-46,73.175,71.6525,88,46
2853,88-47,73.175,71.74875,88,47
2854,88-48,73.175,72.5125,88,48
2855,88-49,73.175,72.65625,88,49
2856,88-5,73.175,65.56875000000001,88,5
2857,88-50,73.175,71.045,88,50
2858,88-51,73.175,70.1475,88,51
2859,88-52,73.175,70.22749999999999,88,52
2860,88-53,73.175,71.6425,88,53
2861,88-54,73.175,72.5675,88,54
2862,88-55,73.175,72.7975,88,55
2863,88-56,73.175,72.39125,88,56
2864,88-57,73.175,71.675,88,57
2865,88-58,73.175,71.85375,88,58
2866,88-59,73.175,71.9075,88,59
2867,88-6,73.175,76.27,88,6
2868,88-60,73.175,71.59875,88,60
2869,88-61,73.175,71.53999999999999,88,61
2870,88-62,73.175,71.68625,88,62
2871,88-63,73.175,71.59375,88,63
2872,88-64,73.175,71.61875,88,64
2873,88-65,73.175,71.50874999999999,88,65
2874,88-66,73.175,71.4725,88,66
2875,88-67,73.175,71.20375,88,67
2876,88-68,73.175,71.24,88,68
2877,88-69,73.175,71.14874999999999,88,69
2878,88-7,73.175,76.3675,88,7
2879,88-70,73.175,71.05,88,70
2880,88-71,73.175,71.24875,88,71
2881,88-72,73.175,70.98375,88,72
2882,88-73,73.175,71.0675,88,73
2883,88-74,73.175,71.06125,88,74
2884,88-8,73.175,73.14625000000001,88,8
2885,88-9,73.175,72.61375,88,9
2886,89-1,73.175,67.70875,89,1
2887,89-10,73.175,71.86625000000001,89,10
2888,89-11,73.175,73.72625000000001,89,11
2889,89-12,73.175,72.28875,89,12
2890,89-13,73.175,72.5725,89,13
2891,89-14,73.175,73.44,89,14
2892,89-15,73.175,72.40125,89,15
2893,89-16,73.175,73.6975,89,16
2894,89-17,73.175,77.88125,89,17
2895,89-18,73.175,74.32375,89,18
2896,89-19,73.175,73.51,89,19
2897,89-2,73.175,71.1175,89,2
2898,89-20,73.175,72.5075,89,20
2899,89-21,73.175,71.96375,89,21
2900,89-22,73.175,72.315,89,22
2901,89-23,73.175,72.54125,89,23
2902,89-24,73.175,72.5625,89,24
2903,89-25,73.175,71.97125,89,25
2904,89-26,73.175,71.8075,89,26
2905,89-27,73.175,71.18124999999999,89,27
2906,89-28,73.175,73.06375,89,28
2907,89-29,73.175,73.47,89,29
2908,89-3,73.175,65.05875,89,3
2909,89-30,73.175,73.2375,89,30
2910,89-31,73.175,73.44375,89,31
2911,89-32,73.175,72.6675,89,32
2912,89-33,73.175,71.6125,89,33
2913,89-34,73.175,71.52875,89,34
2914,89-35,73.175,70.265,89,35
2915,89-36,73.175,71.33375,89,36
2916,89-37,73.175,72.355,89,37
2917,89-38,73.175,71.97375,89,38
2918,89-39,73.175,71.76,89,39
2919,89-4,73.175,65.95,89,4
2920,89-40,73.175,71.32,89,40
2921,89-41,73.175,71.3575,89,41
2922,89-42,73.175,70.78625,89,42
2923,89-43,73.175,71.06375,89,43
2924,89-44,73.175,70.95125,89,44
2925,89-45,73.175,71.3975,89,45
2926,89-46,73.175,71.7375,89,46
2927,89-47,73.175,72.51375,89,47
2928,89-48,73.175,72.6625,89,48
2929,89-49,73.175,72.37,89,49
2930,89-5,73.175,67.2775,89,5
2931,89-50,73.175,70.42125,89,50
2932,89-51,73.175,70.22625,89,51
2933,89-52,73.175,71.51875,89,52
2934,89-53,73.175,72.4825,89,53
2935,89-54,73.175,72.83125,89,54
2936,89-55,73.175,72.44125,89,55
2937,89-56,73.175,71.7175,89,56
2938,89-57,73.175,71.83749999999999,89,57
2939,89-58,73.175,71.88374999999999,89,58
2940,89-59,73.175,71.5975,89,59
2941,89-6,73.175,75.8725,89,6
2942,89-60,73.175,71.535,89,60
2943,89-61,73.175,71.67,89,61
2944,89-62,73.175,71.64,89,62
2945,89-63,73.175,71.5825,89,63
2946,89-64,73.175,71.5825,89,64
2947,89-65,73.175,71.4725,89,65
2948,89-66,73.175,71.38625,89,66
2949,89-67,73.175,71.24249999999999,89,67
2950,89-68,73.175,71.14874999999999,89,68
2951,89-69,73.175,71.01375,89,69
2952,89-7,73.175,75.24,89,7
2953,89-70,73.175,71.045,89,70
2954,89-71,73.175,71.03999999999999,89,71
2955,89-72,73.175,71.095,89,72
2956,89-73,73.175,71.06125,89,73
2957,89-74,73.175,70.9575,89,74
2958,89-8,73.175,73.5425,89,8
2959,89-9,73.175,72.55125,89,9
2960,90-1,73.175,67.50875,90,1
2961,90-10,73.175,71.01125,90,10
2962,90-11,73.175,72.06375,90,11
2963,90-12,73.175,74.1625,90,12
2964,90-13,73.175,73.10375,90,13
2965,90-14,73.175,72.60625,90,14
2966,90-15,73.175,73.75,90,15
2967,90-16,73.175,77.08375,90,16
2968,90-17,73.175,74.2825,90,17
2969,90-18,73.175,74.16625,90,18
2970,90-19,73.175,73.31375,90,19
2971,90-2,73.175,69.17,90,2
2972,90-20,73.175,72.27374999999999,90,20
2973,90-21,73.175,71.63625,90,21
2974,90-22,73.175,72.28125,90,22
2975,90-23,73.175,72.52875,90,23
2976,90-24,73.175,72.40125,90,24
2977,90-25,73.175,71.88375,90,25
2978,90-26,73.175,71.7575,90,26
2979,90-27,73.175,72.575,90,27
2980,90-28,73.175,73.24125,90,28
2981,90-29,73.175,73.08125,90,29
2982,90-3,73.175,65.32375,90,3
2983,90-30,73.175,73.32,90,30
2984,90-31,73.175,73.53999999999999,90,31
2985,90-32,73.175,72.13374999999999,90,32
2986,90-33,73.175,71.8025,90,33
2987,90-34,73.175,71.06625,90,34
2988,90-35,73.175,70.91875,90,35
2989,90-36,73.175,71.6825,90,36
2990,90-37,73.175,71.92375,90,37
2991,90-38,73.175,71.53375,90,38
2992,90-39,73.175,71.4575,90,39
2993,90-4,73.175,64.15125,90,4
2994,90-40,73.175,71.02374999999999,90,40
2995,90-41,73.175,71.405,90,41
2996,90-42,73.175,70.9225,90,42
2997,90-43,73.175,70.90875,90,43
2998,90-44,73.175,71.13875,90,44
2999,90-45,73.175,71.415,90,45
3000,90-46,73.175,71.69125,90,46
3001,90-47,73.175,72.39999999999999,90,47
3002,90-48,73.175,72.64,90,48
3003,90-49,73.175,70.5425,90,49
3004,90-5,73.175,70.7425,90,5
3005,90-50,73.175,70.245,90,50
3006,90-51,73.175,70.98625,90,51
3007,90-52,73.175,71.72,90,52
3008,90-53,73.175,73.02374999999999,90,53
3009,90-54,73.175,72.25125,90,54
3010,90-55,73.175,71.95125,90,55
3011,90-56,73.175,71.73375,90,56
3012,90-57,73.175,71.91125,90,57
3013,90-58,73.175,71.52625,90,58
3014,90-59,73.175,71.57625,90,59
3015,90-6,73.175,74.78625,90,6
3016,90-60,73.175,71.66499999999999,90,60
3017,90-61,73.175,71.62125,90,61
3018,90-62,73.175,71.66499999999999,90,62
3019,90-63,73.175,71.37625,90,63
3020,90-64,73.175,71.52125,90,64
3021,90-65,73.175,71.375,90,65
3022,90-66,73.175,71.22625,90,66
3023,90-67,73.175,71.22125,90,67
3024,90-68,73.175,71.10625,90,68
3025,90-69,73.175,71.05499999999999,90,69
3026,90-7,73.175,73.61,90,7
3027,90-70,73.175,71.03999999999999,90,70
3028,90-71,73.175,71.095,90,71
3029,90-72,73.175,71.10625,90,72
3030,90-73,73.175,71.17125,90,73
3031,90-74,73.175,70.9875,90,74
3032,90-8,73.175,71.805,90,8
3033,90-9,73.175,71.56125,90,9
3034,91-1,73.175,68.67375,91,1
3035,91-10,73.175,72.91499999999999,91,10
3036,91-11,73.175,72.91,91,11
3037,91-12,73.175,72.6625,91,12
3038,91-13,73.175,73.84625,91,13
3039,91-14,73.175,73.03375,91,14
3040,91-15,73.175,73.74625,91,15
3041,91-16,73.175,77.755,91,16
3042,91-17,73.175,74.52875,91,17
3043,91-18,73.175,73.405,91,18
3044,91-19,73.175,72.56375,91,19
3045,91-2,73.175,67.65,91,2
3046,91-20,73.175,71.995,91,20
3047,91-21,73.175,72.39625,91,21
3048,91-22,73.175,72.28999999999999,91,22
3049,91-23,73.175,72.40875,91,23
3050,91-24,73.175,72.425,91,24
3051,91-25,73.175,71.94375,91,25
3052,91-26,73.175,71.43375,91,26
3053,91-27,73.175,72.84375,91,27
3054,91-28,73.175,73.37375,91,28
3055,91-29,73.175,73.17,91,29
3056,91-3,73.175,64.565,91,3
3057,91-30,73.175,73.3975,91,30
3058,91-31,73.175,72.93625,91,31
3059,91-32,73.175,71.74625,91,32
3060,91-33,73.175,71.58375,91,33
3061,91-34,73.175,70.6975,91,34
3062,91-35,73.175,71.34375,91,35
3063,91-36,73.175,71.97875,91,36
3064,91-37,73.175,71.9075,91,37
3065,91-38,73.175,71.78999999999999,91,38
3066,91-39,73.175,71.18124999999999,91,39
3067,91-4,73.175,64.1325,91,4
3068,91-40,73.175,71.2325,91,40
3069,91-41,73.175,70.80375,91,41
3070,91-42,73.175,70.86749999999999,91,42
3071,91-43,73.175,71.5275,91,43
3072,91-44,73.175,71.285,91,44
3073,91-45,73.175,71.59125,91,45
3074,91-46,73.175,72.47749999999999,91,46
3075,91-47,73.175,72.78999999999999,91,47
3076,91-48,73.175,71.27,91,48
3077,91-49,73.175,70.06,91,49
3078,91-5,73.175,72.2925,91,5
3079,91-50,73.175,69.995,91,50
3080,91-51,73.175,71.435,91,51
3081,91-52,73.175,72.95375,91,52
3082,91-53,73.175,72.43125,91,53
3083,91-54,73.175,72.12125,91,54
3084,91-55,73.175,71.71124999999999,91,55
3085,91-56,73.175,71.87375,91,56
3086,91-57,73.175,71.89625,91,57
3087,91-58,73.175,71.60625,91,58
3088,91-59,73.175,71.605,91,59
3089,91-6,73.175,75.54,91,6
3090,91-60,73.175,71.63125,91,60
3091,91-61,73.175,71.61625,91,61
3092,91-62,73.175,71.5125,91,62
3093,91-63,73.175,71.345,91,63
3094,91-64,73.175,71.59375,91,64
3095,91-65,73.175,71.26375,91,65
3096,91-66,73.175,71.3125,91,66
3097,91-67,73.175,71.11375,91,67
3098,91-68,73.175,70.98625,91,68
3099,91-69,73.175,71.07124999999999,91,69
3100,91-7,73.175,73.60375,91,7
3101,91-70,73.175,71.01125,91,70
3102,91-71,73.175,71.07875,91,71
3103,91-72,73.175,71.145,91,72
3104,91-73,73.175,70.9875,91,73
3105,91-74,73.175,70.73125,91,74
3106,91-8,73.175,71.9575,91,8
3107,91-9,73.175,72.85,91,9
3108,92-1,73.175,68.9825,92,1
3109,92-10,73.175,71.23,92,10
3110,92-11,73.175,73.7,92,11
3111,92-12,73.175,74.01625,92,12
3112,92-13,73.175,73.07625,92,13
3113,92-14,73.175,73.84875,92,14
3114,92-15,73.175,75.07,92,15
3115,92-16,73.175,73.99625,92,16
3116,92-17,73.175,74.48875,92,17
3117,92-18,73.175,73.70875,92,18
3118,92-19,73.175,72.18125,92,19
3119,92-2,73.175,67.52125,92,2
3120,92-20,73.175,71.41625,92,20
3121,92-21,73.175,72.41624999999999,92,21
3122,92-22,73.175,72.27,92,22
3123,92-23,73.175,72.8275,92,23
3124,92-24,73.175,71.9675,92,24
3125,92-25,73.175,71.74,92,25
3126,92-26,73.175,72.7475,92,26
3127,92-27,73.175,73.1825,92,27
3128,92-28,73.175,73.0075,92,28
3129,92-29,73.175,73.18375,92,29
3130,92-3,73.175,65.96,92,3
3131,92-30,73.175,73.49125,92,30
3132,92-31,73.175,72.62,92,31
3133,92-32,73.175,71.97,92,32
3134,92-33,73.175,71.1275,92,33
3135,92-34,73.175,70.98625,92,34
3136,92-35,73.175,71.7475,92,35
3137,92-36,73.175,71.96375,92,36
3138,92-37,73.175,71.48875,92,37
3139,92-38,73.175,71.64874999999999,92,38
3140,92-39,73.175,71.10875,92,39
3141,92-4,73.175,65.8175,92,4
3142,92-40,73.175,70.825,92,40
3143,92-41,73.175,70.855,92,41
3144,92-42,73.175,70.75874999999999,92,42
3145,92-43,73.175,71.19624999999999,92,43
3146,92-44,73.175,71.455,92,44
3147,92-45,73.175,72.53999999999999,92,45
3148,92-46,73.175,72.45875,92,46
3149,92-47,73.175,71.81125,92,47
3150,92-48,73.175,70.24125,92,48
3151,92-49,73.175,70.175,92,49
3152,92-5,73.175,72.8975,92,5
3153,92-50,73.175,71.2225,92,50
3154,92-51,73.175,72.60249999999999,92,51
3155,92-52,73.175,72.94125,92,52
3156,92-53,73.175,72.37,92,53
3157,92-54,73.175,71.81125,92,54
3158,92-55,73.175,71.8575,92,55
3159,92-56,73.175,71.88374999999999,92,56
3160,92-57,73.175,71.55624999999999,92,57
3161,92-58,73.175,71.53999999999999,92,58
3162,92-59,73.175,71.6675,92,59
3163,92-6,73.175,75.39125,92,6
3164,92-60,73.175,71.59375,92,60
3165,92-61,73.175,71.5825,92,61
3166,92-62,73.175,71.205,92,62
3167,92-63,73.175,71.64874999999999,92,63
3168,92-64,73.175,71.24125,92,64
3169,92-65,73.175,71.24,92,65
3170,92-66,73.175,71.14874999999999,92,66
3171,92-67,73.175,71.04875,92,67
3172,92-68,73.175,71.24875,92,68
3173,92-69,73.175,70.98375,92,69
3174,92-7,73.175,72.30499999999999,92,7
3175,92-70,73.175,71.07875,92,70
3176,92-71,73.175,71.045,92,71
3177,92-72,73.175,70.9175,92,72
3178,92-73,73.175,70.73125,92,73
3179,92-74,73.175,70.64999999999999,92,74
3180,92-8,73.175,71.7775,92,8
3181,92-9,73.175,72.10125000000001,92,9
3182,93-1,73.175,67.13375,93,1
3183,93-10,73.175,73.3425,93,10
3184,93-11,73.175,74.065,93,11
3185,93-12,73.175,73.19125,93,12
3186,93-13,73.175,73.21125,93,13
3187,93-14,73.175,72.625,93,14
3188,93-15,73.175,77.54875,93,15
3189,93-16,73.175,73.85625,93,16
3190,93-17,73.175,74.07125,93,17
3191,93-18,73.175,73.30375,93,18
3192,93-19,73.175,72.10249999999999,93,19
3193,93-2,73.175,66.875,93,2
3194,93-20,73.175,72.005,93,20
3195,93-21,73.175,72.25125,93,21
3196,93-22,73.175,72.20125,93,22
3197,93-23,73.175,72.6525,93,23
3198,93-24,73.175,71.6675,93,24
3199,93-25,73.175,71.55499999999999,93,25
3200,93-26,73.175,73.355,93,26
3201,93-27,73.175,73.18875,93,27
3202,93-28,73.175,73.2875,93,28
3203,93-29,73.175,73.3575,93,29
3204,93-3,73.175,64.5875,93,3
3205,93-30,73.175,72.74249999999999,93,30
3206,93-31,73.175,71.97625,93,31
3207,93-32,73.175,71.53,93,32
3208,93-33,73.175,70.735,93,33
3209,93-34,73.175,71.48625,93,34
3210,93-35,73.175,71.85875,93,35
3211,93-36,73.175,71.85375,93,36
3212,93-37,73.175,71.89125,93,37
3213,93-38,73.175,71.20375,93,38
3214,93-39,73.175,71.18875,93,39
3215,93-4,73.175,65.7275,93,4
3216,93-40,73.175,70.78375,93,40
3217,93-41,73.175,70.9075,93,41
3218,93-42,73.175,71.0225,93,42
3219,93-43,73.175,71.1925,93,43
3220,93-44,73.175,71.61875,93,44
3221,93-45,73.175,72.2175,93,45
3222,93-46,73.175,72.6125,93,46
3223,93-47,73.175,70.895,93,47
3224,93-48,73.175,70.39999999999999,93,48
3225,93-49,73.175,71.13374999999999,93,49
3226,93-5,73.175,74.095,93,5
3227,93-50,73.175,71.3775,93,50
3228,93-51,73.175,72.735,93,51
3229,93-52,73.175,72.225,93,52
3230,93-53,73.175,71.99625,93,53
3231,93-54,73.175,71.62625,93,54
3232,93-55,73.175,71.93124999999999,93,55
3233,93-56,73.175,71.515,93,56
3234,93-57,73.175,71.58375,93,57
3235,93-58,73.175,71.66499999999999,93,58
3236,93-59,73.175,71.585,93,59
3237,93-6,73.175,74.14375,93,6
3238,93-60,73.175,71.66499999999999,93,60
3239,93-61,73.175,71.27875,93,61
3240,93-62,73.175,71.35875,93,62
3241,93-63,73.175,71.5625,93,63
3242,93-64,73.175,71.28,93,64
3243,93-65,73.175,71.22125,93,65
3244,93-66,73.175,70.98125,93,66
3245,93-67,73.175,70.95375,93,67
3246,93-68,73.175,71.03999999999999,93,68
3247,93-69,73.175,71.0675,93,69
3248,93-7,73.175,71.6575,93,7
3249,93-70,73.175,71.06125,93,70
3250,93-71,73.175,70.89125,93,71
3251,93-72,73.175,70.835,93,72
3252,93-73,73.175,70.63625,93,73
3253,93-74,73.175,70.285,93,74
3254,93-8,73.175,71.73625,93,8
3255,93-9,73.175,72.975,93,9
3256,94-1,73.175,71.0875,94,1
3257,94-10,73.175,73.3625,94,10
3258,94-11,73.175,73.62875,94,11
3259,94-12,73.175,73.36,94,12
3260,94-13,73.175,74.31375,94,13
3261,94-14,73.175,74.55125,94,14
3262,94-15,73.175,73.505,94,15
3263,94-16,73.175,73.80125,94,16
3264,94-17,73.175,73.91625,94,17
3265,94-18,73.175,72.69625,94,18
3266,94-19,73.175,71.585,94,19
3267,94-2,73.175,68.2225,94,2
3268,94-20,73.175,72.02374999999999,94,20
3269,94-21,73.175,72.27625,94,21
3270,94-22,73.175,72.85375,94,22
3271,94-23,73.175,72.2825,94,23
3272,94-24,73.175,71.3025,94,24
3273,94-25,73.175,73.48,94,25
3274,94-26,73.175,73.205,94,26
3275,94-27,73.175,72.8725,94,27
3276,94-28,73.175,73.02875,94,28
3277,94-29,73.175,73.33749999999999,94,29
3278,94-3,73.175,63.0525,94,3
3279,94-30,73.175,72.55875,94,30
3280,94-31,73.175,71.97,94,31
3281,94-32,73.175,71.095,94,32
3282,94-33,73.175,70.985,94,33
3283,94-34,73.175,71.55125,94,34
3284,94-35,73.175,71.7625,94,35
3285,94-36,73.175,71.48,94,36
3286,94-37,73.175,71.57375,94,37
3287,94-38,73.175,71.18375,94,38
3288,94-39,73.175,70.715,94,39
3289,94-4,73.175,68.255,94,4
3290,94-40,73.175,70.7925,94,40
3291,94-41,73.175,70.7925,94,41
3292,94-42,73.175,71.22375,94,42
3293,94-43,73.175,71.29625,94,43
3294,94-44,73.175,72.11875,94,44
3295,94-45,73.175,72.465,94,45
3296,94-46,73.175,71.15875,94,46
3297,94-47,73.175,70.07625,94,47
3298,94-48,73.175,70.185,94,48
3299,94-49,73.175,71.285,94,49
3300,94-5,73.175,73.79,94,5
3301,94-50,73.175,73.13125,94,50
3302,94-51,73.175,72.19375,94,51
3303,94-52,73.175,72.01375,94,52
3304,94-53,73.175,71.72375,94,53
3305,94-54,73.175,71.8575,94,54
3306,94-55,73.175,71.8625,94,55
3307,94-56,73.175,71.5575,94,56
3308,94-57,73.175,71.6125,94,57
3309,94-58,73.175,71.63125,94,58
3310,94-59,73.175,71.61375,94,59
3311,94-6,73.175,74.00375,94,6
3312,94-60,73.175,71.37625,94,60
3313,94-61,73.175,71.20375,94,61
3314,94-62,73.175,71.55125,94,62
3315,94-63,73.175,71.26375,94,63
3316,94-64,73.175,71.3125,94,64
3317,94-65,73.175,71.10625,94,65
3318,94-66,73.175,70.98625,94,66
3319,94-67,73.175,70.98125,94,67
3320,94-68,73.175,71.095,94,68
3321,94-69,73.175,71.19125,94,69
3322,94-7,73.175,71.94500000000001,94,7
3323,94-70,73.175,70.93124999999999,94,70
3324,94-71,73.175,70.93375,94,71
3325,94-72,73.175,70.655,94,72
3326,94-73,73.175,70.35125,94,73
3327,94-74,73.175,70.2925,94,74
3328,94-8,73.175,72.01125,94,8
3329,94-9,73.175,71.91,94,9
3330,95-1,73.175,70.49125000000001,95,1
3331,95-10,73.175,73.06,95,10
3332,95-11,73.175,74.08625,95,11
3333,95-12,73.175,73.74625,95,12
3334,95-13,73.175,72.97375,95,13
3335,95-14,73.175,77.63250000000001,95,14
3336,95-15,73.175,74.3075,95,15
3337,95-16,73.175,73.57375,95,16
3338,95-17,73.175,73.475,95,17
3339,95-18,73.175,72.4075,95,18
3340,95-19,73.175,71.98375,95,19
3341,95-2,73.175,67.75375,95,2
3342,95-20,73.175,72.14625,95,20
3343,95-21,73.175,72.245,95,21
3344,95-22,73.175,72.58749999999999,95,22
3345,95-23,73.175,72.14375,95,23
3346,95-24,73.175,71.24249999999999,95,24
3347,95-25,73.175,72.79375,95,25
3348,95-26,73.175,73.59125,95,26
3349,95-27,73.175,73.0,95,27
3350,95-28,73.175,73.18875,95,28
3351,95-29,73.175,72.85625,95,29
3352,95-3,73.175,64.69125,95,3
3353,95-30,73.175,72.045,95,30
3354,95-31,73.175,71.4725,95,31
3355,95-32,73.175,70.7375,95,32
3356,95-33,73.175,71.4275,95,33
3357,95-34,73.175,72.02875,95,34
3358,95-35,73.175,71.5025,95,35
3359,95-36,73.175,71.86749999999999,95,36
3360,95-37,73.175,70.955,95,37
3361,95-38,73.175,71.23375,95,38
3362,95-39,73.175,70.5375,95,39
3363,95-4,73.175,68.44500000000001,95,4
3364,95-40,73.175,70.9425,95,40
3365,95-41,73.175,70.935,95,41
3366,95-42,73.175,71.43375,95,42
3367,95-43,73.175,71.44875,95,43
3368,95-44,73.175,72.1775,95,44
3369,95-45,73.175,71.65375,95,45
3370,95-46,73.175,70.41375,95,46
3371,95-47,73.175,70.22625,95,47
3372,95-48,73.175,70.98375,95,48
3373,95-49,73.175,72.55125,95,49
3374,95-5,73.175,73.2225,95,5
3375,95-50,73.175,72.36125,95,50
3376,95-51,73.175,72.0,95,51
3377,95-52,73.175,72.01,95,52
3378,95-53,73.175,71.76625,95,53
3379,95-54,73.175,71.90375,95,54
3380,95-55,73.175,71.55624999999999,95,55
3381,95-56,73.175,71.49374999999999,95,56
3382,95-57,73.175,71.6675,95,57
3383,95-58,73.175,71.53875,95,58
3384,95-59,73.175,71.5825,95,59
3385,95-6,73.175,73.02,95,6
3386,95-60,73.175,71.205,95,60
3387,95-61,73.175,71.38,95,61
3388,95-62,73.175,71.4175,95,62
3389,95-63,73.175,71.2775,95,63
3390,95-64,73.175,71.11375,95,64
3391,95-65,73.175,71.04875,95,65
3392,95-66,73.175,70.98,95,66
3393,95-67,73.175,71.01125,95,67
3394,95-68,73.175,71.07875,95,68
3395,95-69,73.175,71.145,95,69
3396,95-7,73.175,72.69375,95,7
3397,95-70,73.175,70.96124999999999,95,70
3398,95-71,73.175,70.655,95,71
3399,95-72,73.175,70.3325,95,72
3400,95-73,73.175,70.21249999999999,95,73
3401,95-74,73.175,70.62,95,74
3402,95-8,73.175,73.49249999999999,95,8
3403,95-9,73.175,71.95,95,9
3404,96-1,73.175,69.73125,96,1
3405,96-10,73.175,74.1875,96,10
3406,96-11,73.175,73.74125000000001,96,11
3407,96-12,73.175,74.50375,96,12
3408,96-13,73.175,74.2025,96,13
3409,96-14,73.175,73.83125,96,14
3410,96-15,73.175,73.42999999999999,96,15
3411,96-16,73.175,74.17,96,16
3412,96-17,73.175,72.9625,96,17
3413,96-18,73.175,72.31125,96,18
3414,96-19,73.175,71.86625,96,19
3415,96-2,73.175,65.6425,96,2
3416,96-20,73.175,71.95875,96,20
3417,96-21,73.175,72.15625,96,21
3418,96-22,73.175,72.47749999999999,96,22
3419,96-23,73.175,71.53999999999999,96,23
3420,96-24,73.175,70.66875,96,24
3421,96-25,73.175,73.5575,96,25
3422,96-26,73.175,73.10625,96,26
3423,96-27,73.175,73.085,96,27
3424,96-28,73.175,73.15375,96,28
3425,96-29,73.175,72.445,96,29
3426,96-3,73.175,66.67,96,3
3427,96-30,73.175,72.10249999999999,96,30
3428,96-31,73.175,71.27625,96,31
3429,96-32,73.175,71.01125,96,32
3430,96-33,73.175,71.505,96,33
3431,96-34,73.175,71.90125,96,34
3432,96-35,73.175,71.4775,96,35
3433,96-36,73.175,71.41375,96,36
3434,96-37,73.175,71.3275,96,37
3435,96-38,73.175,70.6425,96,38
3436,96-39,73.175,70.53625,96,39
3437,96-4,73.175,72.005,96,4
3438,96-40,73.175,71.1775,96,40
3439,96-41,73.175,71.1725,96,41
3440,96-42,73.175,71.49625,96,42
3441,96-43,73.175,72.2225,96,43
3442,96-44,73.175,72.365,96,44
3443,96-45,73.175,71.1925,96,45
3444,96-46,73.175,70.18625,96,46
3445,96-47,73.175,70.8,96,47
